"Nombre Preferente","Idioma Nombre Preferente","Estatus Nombre Preferente","Variante","Idioma Variante","Grupo","Tipo Entidad","Municipio","Provincia","Comunidad Autónoma","Latitud A","Longitud A","Sistema de Referencia A","Latitud B","Longitud B","Sistema de Referencia B","Mapa","Fuente Nombre Preferente","Fuente Variante","Antes","Idioma Antes"
"Macizo del Caroche","spa",,"Massís del Caroig","cat","OROGR","Sierra",,"València/Valencia","Comunitat Valenciana","39º05'","-0º55'","ED50","39º4'55""","-0º55'4""","ETRS89","0768","C. Valenciana","C. Valenciana",,
"Muela de Cortes","spa",,,,"OROGR","Sierra",,"València/Valencia","Comunitat Valenciana","39º12'","-0º57'","ED50","39º11'55""","-0º57'4""","ETRS89","0745","C. Valenciana",,,
"Serra de Crevillent","cat",,,,"OROGR","Sierra",,"Alacant/Alicante","Comunitat Valenciana","38º16'","-0º51'","ED50","38º15'55""","-0º51'4""","ETRS89","0892","1:1 millón",,,
"Serra del Desert de les Palmes","cat",,,,"OROGR","Sierra",,"Castelló/Castellón","Comunitat Valenciana","40º05'","0º02'","ED50","40º4'55""","0º1'56""","ETRS89","0616","C. Valenciana",,,
"Massanassa","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º25'","-0º24'","ED50","39º24'55""","-0º24'4""","ETRS89","0722","REL",,,
"Meliana","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º32'","-0º21'","ED50","39º31'55""","-0º21'4""","ETRS89","0696","REL",,,
"Mislata","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º29'","-0º25'","ED50","39º28'55""","-0º25'4""","ETRS89","0722","REL",,,
"Mogente/Moixent","spa/cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","38º53'","-0º45'","ED50","38º52'55""","-0º45'4""","ETRS89","0794","REL",,,
"Moncada","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º33'","-0º24'","ED50","39º32'55""","-0º24'4""","ETRS89","0696","REL",,,
"Montserrat","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º21'","-0º36'","ED50","39º20'55""","-0º36'4""","ETRS89","0721","REL",,"Monserrat","spa"
"Museros","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º34'","-0º20'","ED50","39º33'55""","-0º20'4""","ETRS89","0696","REL",,,
"Náquera","spa","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º40'","-0º26'","ED50","39º39'55""","-0º26'4""","ETRS89","0696","REL",,,
"Navarrés","spa","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º06'","-0º42'","ED50","39º5'55""","-0º42'4""","ETRS89","0769","REL",,,
"Oliva","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","38º55'","-0º07'","ED50","38º54'55""","-0º7'4""","ETRS89","0796","REL",,,
"l'Olleria","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","38º55'","-0º33'","ED50","38º54'55""","-0º33'4""","ETRS89","0794","REL",,,
"Ontinyent","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","38º49'","-0º36'","ED50","38º48'55""","-0º36'4""","ETRS89","0820","REL",,,
"Paiporta","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º26'","-0º25'","ED50","39º25'55""","-0º25'4""","ETRS89","0722","REL",,,
"Paterna","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º30'","-0º27'","ED50","39º29'55""","-0º27'4""","ETRS89","0696","REL",,,
"Pedralba","spa","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º36'","-0º44'","ED50","39º35'55""","-0º44'4""","ETRS89","0695","REL",,,
"Picanya","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º26'","-0º26'","ED50","39º25'55""","-0º26'4""","ETRS89","0722","REL",,,
"Picassent","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º22'","-0º28'","ED50","39º21'55""","-0º28'4""","ETRS89","0722","REL",,,
"Piles","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","38º56'","-0º08'","ED50","38º55'55""","-0º8'4""","ETRS89","0796","REL",,,
"la Pobla de Farnals","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º35'","-0º20'","ED50","39º34'55""","-0º20'4""","ETRS89","0696","REL",,,
"la Pobla de Vallbona","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º36'","-0º33'","ED50","39º35'55""","-0º33'4""","ETRS89","0695","REL",,,
"la Pobla del Duc","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","38º54'","-0º25'","ED50","38º53'55""","-0º25'4""","ETRS89","0795","REL",,,
"la Pobla Llarga","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º05'","-0º29'","ED50","39º4'55""","-0º29'4""","ETRS89","0770","REL",,,
"Polinyà de Xúquer","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º12'","-0º22'","ED50","39º11'55""","-0º22'4""","ETRS89","0747","REL",,,
"Puçol","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º37'","-0º18'","ED50","39º36'55""","-0º18'4""","ETRS89","0696","REL",,,
"Puig","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º35'","-0º18'","ED50","39º34'55""","-0º18'4""","ETRS89","0696","REL",,,
"Quart de Poblet","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º29'","-0º26'","ED50","39º28'55""","-0º26'4""","ETRS89","0722","REL",,,
"Quatretonda","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","38º57'","-0º24'","ED50","38º56'55""","-0º24'4""","ETRS89","0795","REL",,,
"Rafelbuñol/Rafelbunyol","spa/cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º35'","-0º20'","ED50","39º34'55""","-0º20'4""","ETRS89","0696","REL",,,
"Rafelguaraf","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º03'","-0º27'","ED50","39º2'55""","-0º27'4""","ETRS89","0770","REL",,,
"Real","spa","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º20'","-0º37'","ED50","39º19'55""","-0º37'4""","ETRS89","0721","REL",,,
"Requena","spa","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º29'","-1º06'","ED50","39º28'55""","-1º6'4""","ETRS89","0720","REL",,,
"Riba-roja de Túria","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º33'","-0º34'","ED50","39º32'55""","-0º34'4""","ETRS89","0695","REL",,,
"Rocafort","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º32'","-0º25'","ED50","39º31'55""","-0º25'4""","ETRS89","0696","REL",,,
"Sagunto/Sagunt","spa/cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º41'","-0º17'","ED50","39º40'55""","-0º17'4""","ETRS89","0668","REL",,,
"Villanueva de Castellón","spa","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º05'","-0º31'","ED50","39º4'55""","-0º31'4""","ETRS89","0770","REL",,,
"Villar del Arzobispo","spa","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º44'","-0º50'","ED50","39º43'55""","-0º50'4""","ETRS89","0667","REL",,,
"Vinalesa","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º32'","-0º22'","ED50","39º31'55""","-0º22'4""","ETRS89","0696","REL",,,
"Xàtiva","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","38º59'","-0º31'","ED50","38º58'55""","-0º31'4""","ETRS89","0795","REL",,,
"Xeraco","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º02'","-0º13'","ED50","39º1'55""","-0º13'4""","ETRS89","0770","REL",,,
"Xeresa","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º01'","-0º13'","ED50","39º0'55""","-0º13'4""","ETRS89","0770","REL",,,
"Xirivella","cat","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º28'","-0º26'","ED50","39º27'55""","-0º26'4""","ETRS89","0722","REL",,,
"Yátova","spa","Oficial",,,"POBLA","Población 2",,"València/Valencia","Comunitat Valenciana","39º23'","-0º49'","ED50","39º22'55""","-0º49'4""","ETRS89","0721","REL",,,
"Aceuchal","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º38'","-6º29'","ED50","38º37'55""","-6º29'4""","ETRS89","0829","REL",,,
"Alburquerque","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","39º13'","-6º59'","ED50","39º12'55""","-6º59'4""","ETRS89","0727","REL",,,
"Almendralejo","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º41'","-6º24'","ED50","38º40'55""","-6º24'4""","ETRS89","0803","REL",,,
"Arroyo de San Serván","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º51'","-6º27'","ED50","38º50'55""","-6º27'4""","ETRS89","0777","REL",,,
"Azuaga","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º15'","-5º40'","ED50","38º14'55""","-5º40'4""","ETRS89","0878","REL",,,
"Barcarrota","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º30'","-6º50'","ED50","38º29'55""","-6º50'4""","ETRS89","0828","REL",,,
"Berlanga","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º17'","-5º49'","ED50","38º16'55""","-5º49'4""","ETRS89","0878","REL",,,
"Bienvenida","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º17'","-6º12'","ED50","38º16'55""","-6º12'4""","ETRS89","0876","REL",,,
"Burguillos del Cerro","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º22'","-6º35'","ED50","38º21'55""","-6º35'4""","ETRS89","0853","REL",,,
"Cabeza del Buey","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º43'","-5º13'","ED50","38º42'55""","-5º13'4""","ETRS89","0806","REL",,,
"Calamonte","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º53'","-6º23'","ED50","38º52'55""","-6º23'4""","ETRS89","0777","REL",,,
"Campanario","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º51'","-5º36'","ED50","38º50'55""","-5º36'4""","ETRS89","0779","REL",,,
"Castuera","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º43'","-5º32'","ED50","38º42'55""","-5º32'4""","ETRS89","0805","REL",,,
"La Coronada","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º55'","-5º40'","ED50","38º54'55""","-5º40'4""","ETRS89","0779","REL",,,
"Don Benito","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º57'","-5º51'","ED50","38º56'55""","-5º51'4""","ETRS89","0778","REL",,,
"Fregenal de la Sierra","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º10'","-6º39'","ED50","38º9'55""","-6º39'4""","ETRS89","0875","REL",,,
"Fuente de Cantos","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º14'","-6º18'","ED50","38º13'55""","-6º18'4""","ETRS89","0876","REL",,,
"Fuente del Maestre","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º31'","-6º26'","ED50","38º30'55""","-6º26'4""","ETRS89","0829","REL",,,
"Fuentes de León","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º04'","-6º32'","ED50","38º3'55""","-6º32'4""","ETRS89","0896","REL",,,
"La Garrovilla","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º55'","-6º28'","ED50","38º54'55""","-6º28'4""","ETRS89","0777","REL",,,
"Granja de Torrehermosa","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º18'","-5º35'","ED50","38º17'55""","-5º35'4""","ETRS89","0878","REL",,,
"Guareña","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º51'","-6º05'","ED50","38º50'55""","-6º5'4""","ETRS89","0778","REL",,,
"Herrera del Duque","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","39º10'","-5º02'","ED50","39º9'55""","-5º2'4""","ETRS89","0756","REL",,,
"Higuera de Vargas","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º26'","-6º58'","ED50","38º25'55""","-6º58'4""","ETRS89","0852","REL",,,
"Ribera del Fresno","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º33'","-6º14'","ED50","38º32'55""","-6º14'4""","ETRS89","0829","REL",,,
"Salvaleón","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º30'","-6º47'","ED50","38º29'55""","-6º47'4""","ETRS89","0828","REL",,,
"San Vicente de Alcántara","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","39º21'","-7º08'","ED50","39º20'55""","-7º8'5""","ETRS89","0702","REL",,,
"Santa Amalia","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","39º00'","-6º00'","ED50","38º59'55""","-6º0'4""","ETRS89","0753","REL",,,
"Santa Marta","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º36'","-6º37'","ED50","38º35'55""","-6º37'4""","ETRS89","0828","REL",,,
"Los Santos de Maimona","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º27'","-6º22'","ED50","38º26'55""","-6º22'4""","ETRS89","0854","REL",,,
"Segura de León","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º07'","-6º31'","ED50","38º6'55""","-6º31'4""","ETRS89","0896","REL",,,
"Siruela","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º58'","-5º02'","ED50","38º57'55""","-5º2'4""","ETRS89","0781","REL",,,
"Solana de los Barros","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º43'","-6º32'","ED50","38º42'55""","-6º32'4""","ETRS89","0802","REL",,,
"Talarrubias","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","39º02'","-5º13'","ED50","39º1'55""","-5º13'4""","ETRS89","0755","REL",,,
"Talavera la Real","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º52'","-6º46'","ED50","38º51'55""","-6º46'4""","ETRS89","0776","REL",,,
"Torremejía","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º47'","-6º22'","ED50","38º46'55""","-6º22'4""","ETRS89","0803","REL",,,
"Valdelacalzada","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º53'","-6º41'","ED50","38º52'55""","-6º41'4""","ETRS89","0776","REL",,,
"Valencia del Ventoso","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º16'","-6º28'","ED50","38º15'55""","-6º28'4""","ETRS89","0876","REL",,,
"Valverde de Leganés","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º40'","-6º58'","ED50","38º39'55""","-6º58'4""","ETRS89","0801","REL",,,
"Villafranca de los Barros","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º33'","-6º20'","ED50","38º32'55""","-6º20'4""","ETRS89","0829","REL",,,
"Villanueva de la Serena","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º58'","-5º47'","ED50","38º57'55""","-5º47'4""","ETRS89","0779","REL",,,
"Villanueva del Fresno","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º22'","-7º09'","ED50","38º21'55""","-7º9'4""","ETRS89","0852","REL",,,
"Villar del Rey","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","39º08'","-6º50'","ED50","39º7'55""","-6º50'4""","ETRS89","0751","REL",,,
"Zafra","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º25'","-6º25'","ED50","38º24'55""","-6º25'4""","ETRS89","0854","REL",,,
"Zahínos","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º19'","-6º57'","ED50","38º18'55""","-6º57'4""","ETRS89","0874","REL",,,
"Zalamea de la Serena","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º39'","-5º39'","ED50","38º38'55""","-5º39'4""","ETRS89","0831","REL",,,
"La Zarza","spa","Oficial",,,"POBLA","Población 2",,"Badajoz","Extremadura","38º49'","-6º12'","ED50","38º48'55""","-6º12'4""","ETRS89","0803","REL",,"Zarza de Alange","spa"
"Alcuéscar","spa","Oficial",,,"POBLA","Población 2",,"Cáceres","Extremadura","39º10'","-6º13'","ED50","39º9'55""","-6º13'4""","ETRS89","0729","REL",,,
"Aldeanueva de la Vera","spa","Oficial",,,"POBLA","Población 2",,"Cáceres","Extremadura","40º07'","-5º41'","ED50","40º6'55""","-5º41'4""","ETRS89","0599","REL",,,
"Arroyo de la Luz","spa","Oficial",,,"POBLA","Población 2",,"Cáceres","Extremadura","39º29'","-6º35'","ED50","39º28'55""","-6º35'4""","ETRS89","0703","REL",,,
"Brozas","spa","Oficial",,,"POBLA","Población 2",,"Cáceres","Extremadura","39º36'","-6º46'","ED50","39º35'55""","-6º46'5""","ETRS89","0677","REL",,,
"Cabezuela del Valle","spa","Oficial",,,"POBLA","Población 2",,"Cáceres","Extremadura","40º11'","-5º48'","ED50","40º10'55""","-5º48'4""","ETRS89","0576","REL",,,
"Casar de Cáceres","spa","Oficial",,,"POBLA","Población 2",,"Cáceres","Extremadura","39º33'","-6º25'","ED50","39º32'55""","-6º25'4""","ETRS89","0678","REL",,,
"Ceclavín","spa","Oficial",,,"POBLA","Población 2",,"Cáceres","Extremadura","39º49'","-6º46'","ED50","39º48'55""","-6º46'5""","ETRS89","0649","REL",,,
"Coria","spa","Oficial",,,"POBLA","Población 2",,"Cáceres","Extremadura","39º59'","-6º32'","ED50","39º58'55""","-6º32'5""","ETRS89","0621","REL",,,
"Garrovillas de Alconétar","spa","Oficial",,,"POBLA","Población 2",,"Cáceres","Extremadura","39º42'","-6º32'","ED50","39º41'55""","-6º32'5""","ETRS89","0649","REL",,"Garrovillas","spa"
"Talayuela","spa","Oficial",,,"POBLA","Población 2",,"Cáceres","Extremadura","39º59'","-5º36'","ED50","39º58'55""","-5º36'4""","ETRS89","0624","REL",,,
"Torrejoncillo","spa","Oficial",,,"POBLA","Población 2",,"Cáceres","Extremadura","39º53'","-6º27'","ED50","39º52'55""","-6º27'5""","ETRS89","0622","REL",,,
"Trujillo","spa","Oficial",,,"POBLA","Población 2",,"Cáceres","Extremadura","39º27'","-5º52'","ED50","39º26'55""","-5º52'4""","ETRS89","0705","REL",,,
"Valencia de Alcántara","spa","Oficial",,,"POBLA","Población 2",,"Cáceres","Extremadura","39º24'","-7º14'","ED50","39º23'55""","-7º14'5""","ETRS89","0701","REL",,,
"Valverde del Fresno","spa","Oficial",,,"POBLA","Población 2",,"Cáceres","Extremadura","40º13'","-6º52'","ED50","40º12'55""","-6º52'5""","ETRS89","0572","REL",,,
"Ares","glg","Oficial",,,"POBLA","Población 2",,"A Coruña","Galicia","43º25'","-8º14'","ED50","43º24'55""","-8º14'5""","ETRS89","0021","REL",,,
"Arzúa","glg","Oficial",,,"POBLA","Población 2",,"A Coruña","Galicia","42º55'","-8º09'","ED50","42º54'55""","-8º9'5""","ETRS89","0096","REL",,,
"A Baiuca","glg","Oficial",,,"POBLA","Población 2","Arteixo","A Coruña","Galicia","43º18'","-8º30'","ED50","43º17'55""","-8º30'5""","ETRS89","0045","REL",,"Bayuca","spa"
"Bertamiráns","glg","Oficial",,,"POBLA","Población 2","Ames","A Coruña","Galicia","42º51'","-8º38'","ED50","42º50'55""","-8º38'5""","ETRS89","0094","REL",,,
"Betanzos","glg","Oficial",,,"POBLA","Población 2",,"A Coruña","Galicia","43º16'","-8º12'","ED50","43º15'55""","-8º12'5""","ETRS89","0045","REL",,,
"Boiro de Arriba","glg","Oficial",,,"POBLA","Población 2","Boiro","A Coruña","Galicia","42º39'","-8º53'","ED50","42º38'55""","-8º53'5""","ETRS89","0151","REL",,,
"Camariñas","glg","Oficial",,,"POBLA","Población 2",,"A Coruña","Galicia","43º08'","-9º10'","ED50","43º7'55""","-9º10'5""","ETRS89","0068","REL",,,
"Cambre","glg","Oficial",,,"POBLA","Población 2",,"A Coruña","Galicia","43º17'","-8º20'","ED50","43º16'55""","-8º20'5""","ETRS89","0045","REL",,,
"Carballo","glg","Oficial",,,"POBLA","Población 2",,"A Coruña","Galicia","43º12'","-8º41'","ED50","43º11'55""","-8º41'5""","ETRS89","0044","REL",,,
"Cariño","glg","Oficial",,,"POBLA","Población 2",,"A Coruña","Galicia","43º44'","-7º52'","ED50","43º43'55""","-7º52'5""","ETRS89","0001","REL",,,
"A Carreira","glg","Oficial",,,"POBLA","Población 2","Miño","A Coruña","Galicia","43º21'","-8º12'","ED50","43º20'55""","-8º12'5""","ETRS89","0021","REL",,,
